make_f	model_f	make_w	model_w	class	drops	level	tempus	alp
Zwift	Safety	ZIPP	858/Super9	road	5058800	45	3044	3016.5
Zwift	Safety	Zwift	32mm Carbon	road	3550000	44	3097	3006.5
Zwift	Safety	Zwift	50mm Carbon	road	3670700	44	3084.5	3007.5
Zwift	Safety	Zwift	Buffalo Fahrrad	road	3553200	44	3102	3013.5
Zwift	Safety	Zwift	Classic	road	3585600	44	3103	3014.5
Zwift	Safety	Zwift	Safety	road	4260000	44	3097.5	3006
Zwift	Steel	Bontrager	Aeolus 5	road	312400	20	3080.5	2991.5
Zwift	Steel	CADEX	36	road	399400	26	3093	2987
Zwift	Steel	CADEX	42	road	369200	8	3083.5	2989.5
Zwift	Steel	CADEX	65	road	383400	21	3065	2988.5
Zwift	Steel	Campagnolo	Bora Ultra 35	road	390500	33	3100	2989
Zwift	Steel	Campagnolo	Bora Ultra 50	road	404700	27	3073.5	2989
Zwift	Steel	DT Swiss	ARC 1100 DICUT 62	road	326600	7	3065.5	2988
Zwift	Steel	DT Swiss	ARC 1100 DICUT DISC	road	1721800	42	3040	3006.5
Zwift	Steel	ENVE	SES 2.2	road	333700	17	3099.5	2989
Zwift	Steel	ENVE	SES 3.4	road	333700	7	3073.5	2987.5
Zwift	Steel	ENVE	SES 6.7	road	333700	25	3067.5	2995.5
Zwift	Steel	ENVE	SES 7.8	road	347900	39	3055	2991.5
Zwift	Steel	ENVE	SES 8.9	road	347900	31	3056	3000
Zwift	Steel	Giant	SLR 0	road	333800	22	3076.5	2988
Zwift	Steel	Lightweight	Meilenstein	road	142000	7	3086	2979.5
Zwift	Steel	Mavic	Comete Pro Carbon SL UST	road	284000	23	3074	3006
Zwift	Steel	Mavic	Cosmic CXR60c	road	284000	16	3078	3004
Zwift	Steel	Mavic	Cosmic Ultimate UST	road	284000	9	3080.5	3001.5
Zwift	Steel	Roval	Alpinist CLX	road	277300	32	3086.5	2979.5
Zwift	Steel	Roval	CLX64	road	312400	7	3069.5	2995.5
Zwift	Steel	Roval	Rapide CLX	road	337300	14	3069.5	2990.5
Zwift	Steel	Shimano	C40	road	227300	12	3087.5	2999
Zwift	Steel	Shimano	C50	road	230700	28	3085.5	3003
Zwift	Steel	Shimano	C60	road	234300	18	3076.5	3006.5
Zwift	Steel	ZIPP	202	road	291200	11	3094.5	2990
Zwift	Steel	ZIPP	404	road	291200	15	3066.5	2991.5
Zwift	Steel	ZIPP	454	road	426000	24	3063.5	2988.5
Zwift	Steel	ZIPP	808	road	319600	13	3057.5	2997.5
Zwift	Steel	ZIPP	858	road	454400	37	3053.5	2994.5
Zwift	Steel	ZIPP	353 NSW	road	397600	19	3070.5	2987.5
Zwift	Steel	ZIPP	808/Super9	road	1217700	35	3048.5	3006.5
Zwift	Steel	ZIPP	858/Super9	road	1650800	45	3046.5	3005.5
Zwift	Steel	Zwift	32mm Carbon	road	142000	7	3099.5	2995.5
Zwift	Steel	Zwift	50mm Carbon	road	262700	7	3087	2996.5
Zwift	Steel	Zwift	Buffalo Fahrrad	road	145200	40	3104.5	3002.5
Zwift	Steel	Zwift	Classic	road	177600	7	3105.5	3003.5
Zwift	Steel	Zwift	Safety	road	852000	44	3100	2995
BMC	Timemachine 01	Bontrager	Aeolus 5	tt	951400	24	2979	3008
BMC	Timemachine 01	CADEX	36	tt	1038400	26	2991.5	3003.5
BMC	Timemachine 01	CADEX	42	tt	1008200	24	2982	3006
BMC	Timemachine 01	CADEX	65	tt	1022400	24	2963.5	3005
BMC	Timemachine 01	Campagnolo	Bora Ultra 35	tt	1029500	33	2998.5	3005.5
BMC	Timemachine 01	Campagnolo	Bora Ultra 50	tt	1043700	27	2972	3005.5
BMC	Timemachine 01	DT Swiss	ARC 1100 DICUT 62	tt	965600	24	2964	3004.5
BMC	Timemachine 01	DT Swiss	ARC 1100 DICUT DISC	tt	2360800	42	2938.5	3023
BMC	Timemachine 01	ENVE	SES 2.2	tt	972700	24	2998	3005.5
BMC	Timemachine 01	ENVE	SES 3.4	tt	972700	24	2972	3004
BMC	Timemachine 01	ENVE	SES 6.7	tt	972700	25	2966	3012
BMC	Timemachine 01	ENVE	SES 7.8	tt	986900	39	2953.5	3008
BMC	Timemachine 01	ENVE	SES 8.9	tt	986900	31	2954.5	3016.5
BMC	Timemachine 01	Giant	SLR 0	tt	972800	24	2975	3004.5
BMC	Timemachine 01	Lightweight	Meilenstein	tt	781000	24	2984.5	2996
BMC	Timemachine 01	Mavic	Comete Pro Carbon SL UST	tt	923000	24	2972.5	3022.5
BMC	Timemachine 01	Mavic	Cosmic CXR60c	tt	923000	24	2976.5	3020.5
BMC	Timemachine 01	Mavic	Cosmic Ultimate UST	tt	923000	24	2979	3018
BMC	Timemachine 01	Roval	Alpinist CLX	tt	916300	32	2985	2996
BMC	Timemachine 01	Roval	CLX64	tt	951400	24	2968	3012
BMC	Timemachine 01	Roval	Rapide CLX	tt	976300	24	2968	3007
BMC	Timemachine 01	Shimano	C40	tt	866300	24	2986	3015.5
BMC	Timemachine 01	Shimano	C50	tt	869700	28	2984	3019.5
BMC	Timemachine 01	Shimano	C60	tt	873300	24	2975	3023
BMC	Timemachine 01	ZIPP	202	tt	930200	24	2993	3006.5
BMC	Timemachine 01	ZIPP	404	tt	930200	24	2965	3008
BMC	Timemachine 01	ZIPP	454	tt	1065000	24	2962	3005
BMC	Timemachine 01	ZIPP	808	tt	958600	24	2956	3014
BMC	Timemachine 01	ZIPP	858	tt	1093400	37	2952	3011
BMC	Timemachine 01	ZIPP	353 NSW	tt	1036600	24	2969	3004
BMC	Timemachine 01	ZIPP	808/Super9	tt	1856700	35	2947	3023
BMC	Timemachine 01	ZIPP	858/Super9	tt	2289800	45	2945	3022
BMC	Timemachine 01	Zwift	32mm Carbon	tt	781000	24	2998	3012
BMC	Timemachine 01	Zwift	50mm Carbon	tt	901700	24	2985.5	3013
BMC	Timemachine 01	Zwift	Buffalo Fahrrad	tt	784200	40	3003	3019
BMC	Timemachine 01	Zwift	Classic	tt	816600	24	3004	3020
BMC	Timemachine 01	Zwift	Safety	tt	1491000	44	2998.5	3011.5
Cadex	Tri	Bontrager	Aeolus 5	tt	1199900	42	2957.5	3002.5
Cadex	Tri	CADEX	36	tt	1286900	42	2970	2998
Cadex	Tri	CADEX	42	tt	1256700	42	2960.5	3000.5
Cadex	Tri	CADEX	65	tt	1270900	42	2942	2999.5
Cadex	Tri	Campagnolo	Bora Ultra 35	tt	1278000	42	2977	3000
Cadex	Tri	Campagnolo	Bora Ultra 50	tt	1292200	42	2950.5	3000
Cadex	Tri	DT Swiss	ARC 1100 DICUT 62	tt	1214100	42	2942.5	2999
Cadex	Tri	DT Swiss	ARC 1100 DICUT DISC	tt	2609300	42	2917	3017.5
Cadex	Tri	ENVE	SES 2.2	tt	1221200	42	2976.5	3000
Cadex	Tri	ENVE	SES 3.4	tt	1221200	42	2950.5	2998.5
Cadex	Tri	ENVE	SES 6.7	tt	1221200	42	2944.5	3006.5
Cadex	Tri	ENVE	SES 7.8	tt	1235400	42	2932	3002.5
Cadex	Tri	ENVE	SES 8.9	tt	1235400	42	2933	3011
Cadex	Tri	Giant	SLR 0	tt	1221300	42	2953.5	2999
Cadex	Tri	Lightweight	Meilenstein	tt	1029500	42	2963	2990.5
Cadex	Tri	Mavic	Comete Pro Carbon SL UST	tt	1171500	42	2951	3017
Cadex	Tri	Mavic	Cosmic CXR60c	tt	1171500	42	2955	3015
Cadex	Tri	Mavic	Cosmic Ultimate UST	tt	1171500	42	2957.5	3012.5
Cadex	Tri	Roval	Alpinist CLX	tt	1164800	42	2963.5	2990.5
Cadex	Tri	Roval	CLX64	tt	1199900	42	2946.5	3006.5
Cadex	Tri	Roval	Rapide CLX	tt	1224800	42	2946.5	3001.5
Cadex	Tri	Shimano	C40	tt	1114800	42	2964.5	3010
Cadex	Tri	Shimano	C50	tt	1118200	42	2962.5	3014
Cadex	Tri	Shimano	C60	tt	1121800	42	2953.5	3017.5
Cadex	Tri	ZIPP	202	tt	1178700	42	2971.5	3001
Cadex	Tri	ZIPP	404	tt	1178700	42	2943.5	3002.5
Cadex	Tri	ZIPP	454	tt	1313500	42	2940.5	2999.5
Cadex	Tri	ZIPP	808	tt	1207100	42	2934.5	3008.5
Cadex	Tri	ZIPP	858	tt	1341900	42	2930.5	3005.5
Cadex	Tri	ZIPP	353 NSW	tt	1285100	42	2947.5	2998.5
Cadex	Tri	ZIPP	808/Super9	tt	2105200	42	2925.5	3017.5
Cadex	Tri	ZIPP	858/Super9	tt	2538300	45	2923.5	3016.5
Cadex	Tri	Zwift	32mm Carbon	tt	1029500	42	2976.5	3006.5
Cadex	Tri	Zwift	50mm Carbon	tt	1150200	42	2964	3007.5
Cadex	Tri	Zwift	Buffalo Fahrrad	tt	1032700	42	2981.5	3013.5
Cadex	Tri	Zwift	Classic	tt	1065100	42	2982.5	3014.5
Cadex	Tri	Zwift	Safety	tt	1739500	44	2977	3006
Canyon	Speedmax	Bontrager	Aeolus 5	tt	880400	21	2979	3008.5
Canyon	Speedmax	CADEX	36	tt	967400	26	2991.5	3004
Canyon	Speedmax	CADEX	42	tt	937200	21	2982	3006.5
Canyon	Speedmax	CADEX	65	tt	951400	21	2963.5	3005.5
Canyon	Speedmax	Campagnolo	Bora Ultra 35	tt	958500	33	2998.5	3006
Canyon	Speedmax	Campagnolo	Bora Ultra 50	tt	972700	27	2972	3006
Canyon	Speedmax	DT Swiss	ARC 1100 DICUT 62	tt	894600	21	2964	3005
Canyon	Speedmax	DT Swiss	ARC 1100 DICUT DISC	tt	2289800	42	2938.5	3023.5
Canyon	Speedmax	ENVE	SES 2.2	tt	901700	21	2998	3006
Canyon	Speedmax	ENVE	SES 3.4	tt	901700	21	2972	3004.5
Canyon	Speedmax	ENVE	SES 6.7	tt	901700	25	2966	3012.5
Canyon	Speedmax	ENVE	SES 7.8	tt	915900	39	2953.5	3008.5
Canyon	Speedmax	ENVE	SES 8.9	tt	915900	31	2954.5	3017
Canyon	Speedmax	Giant	SLR 0	tt	901800	22	2975	3005
Canyon	Speedmax	Lightweight	Meilenstein	tt	710000	21	2984.5	2996.5
Canyon	Speedmax	Mavic	Comete Pro Carbon SL UST	tt	852000	23	2972.5	3023
Canyon	Speedmax	Mavic	Cosmic CXR60c	tt	852000	21	2976.5	3021
Canyon	Speedmax	Mavic	Cosmic Ultimate UST	tt	852000	21	2979	3018.5
Canyon	Speedmax	Roval	Alpinist CLX	tt	845300	32	2985	2996.5
Canyon	Speedmax	Roval	CLX64	tt	880400	21	2968	3012.5
Canyon	Speedmax	Roval	Rapide CLX	tt	905300	21	2968	3007.5
Canyon	Speedmax	Shimano	C40	tt	795300	21	2986	3016
Canyon	Speedmax	Shimano	C50	tt	798700	28	2984	3020
Canyon	Speedmax	Shimano	C60	tt	802300	21	2975	3023.5
Canyon	Speedmax	ZIPP	202	tt	859200	21	2993	3007
Canyon	Speedmax	ZIPP	404	tt	859200	21	2965	3008.5
Canyon	Speedmax	ZIPP	454	tt	994000	24	2962	3005.5
Canyon	Speedmax	ZIPP	808	tt	887600	21	2956	3014.5
Canyon	Speedmax	ZIPP	858	tt	1022400	37	2952	3011.5
Canyon	Speedmax	ZIPP	353 NSW	tt	965600	21	2969	3004.5
Canyon	Speedmax	ZIPP	808/Super9	tt	1785700	35	2947	3023.5
Canyon	Speedmax	ZIPP	858/Super9	tt	2218800	45	2945	3022.5
Canyon	Speedmax	Zwift	32mm Carbon	tt	710000	21	2998	3012.5
Canyon	Speedmax	Zwift	50mm Carbon	tt	830700	21	2985.5	3013.5
Canyon	Speedmax	Zwift	Buffalo Fahrrad	tt	713200	40	3003	3019.5
Canyon	Speedmax	Zwift	Classic	tt	745600	21	3004	3020.5
Canyon	Speedmax	Zwift	Safety	tt	1420000	44	2998.5	3012
Canyon	Speedmax CF SLX Disc	Bontrager	Aeolus 5	tt	1061400	26	2962	3005
Canyon	Speedmax CF SLX Disc	CADEX	36	tt	1148400	26	2974.5	3000.5
Canyon	Speedmax CF SLX Disc	CADEX	42	tt	1118200	26	2965	3003
Canyon	Speedmax CF SLX Disc	CADEX	65	tt	1132400	26	2946.5	3002
Canyon	Speedmax CF SLX Disc	Campagnolo	Bora Ultra 35	tt	1139500	33	2981.5	3002.5
Canyon	Speedmax CF SLX Disc	Campagnolo	Bora Ultra 50	tt	1153700	27	2955	3002.5
Canyon	Speedmax CF SLX Disc	DT Swiss	ARC 1100 DICUT 62	tt	1075600	26	2947	3001.5
Canyon	Speedmax CF SLX Disc	DT Swiss	ARC 1100 DICUT DISC	tt	2470800	42	2921.5	3020
Canyon	Speedmax CF SLX Disc	ENVE	SES 2.2	tt	1082700	26	2981	3002.5
Canyon	Speedmax CF SLX Disc	ENVE	SES 3.4	tt	1082700	26	2955	3001
Canyon	Speedmax CF SLX Disc	ENVE	SES 6.7	tt	1082700	26	2949	3009
Canyon	Speedmax CF SLX Disc	ENVE	SES 7.8	tt	1096900	39	2936.5	3005
Canyon	Speedmax CF SLX Disc	ENVE	SES 8.9	tt	1096900	31	2937.5	3013.5
Canyon	Speedmax CF SLX Disc	Giant	SLR 0	tt	1082800	26	2958	3001.5
Canyon	Speedmax CF SLX Disc	Lightweight	Meilenstein	tt	891000	26	2967.5	2993
Canyon	Speedmax CF SLX Disc	Mavic	Comete Pro Carbon SL UST	tt	1033000	26	2955.5	3019.5
Canyon	Speedmax CF SLX Disc	Mavic	Cosmic CXR60c	tt	1033000	26	2959.5	3017.5
Canyon	Speedmax CF SLX Disc	Mavic	Cosmic Ultimate UST	tt	1033000	26	2962	3015
Canyon	Speedmax CF SLX Disc	Roval	Alpinist CLX	tt	1026300	32	2968	2993
Canyon	Speedmax CF SLX Disc	Roval	CLX64	tt	1061400	26	2951	3009
Canyon	Speedmax CF SLX Disc	Roval	Rapide CLX	tt	1086300	26	2951	3004
Canyon	Speedmax CF SLX Disc	Shimano	C40	tt	976300	26	2969	3012.5
Canyon	Speedmax CF SLX Disc	Shimano	C50	tt	979700	28	2967	3016.5
Canyon	Speedmax CF SLX Disc	Shimano	C60	tt	983300	26	2958	3020
Canyon	Speedmax CF SLX Disc	ZIPP	202	tt	1040200	26	2976	3003.5
Canyon	Speedmax CF SLX Disc	ZIPP	404	tt	1040200	26	2948	3005
Canyon	Speedmax CF SLX Disc	ZIPP	454	tt	1175000	26	2945	3002
Canyon	Speedmax CF SLX Disc	ZIPP	808	tt	1068600	26	2939	3011
Canyon	Speedmax CF SLX Disc	ZIPP	858	tt	1203400	37	2935	3008
Canyon	Speedmax CF SLX Disc	ZIPP	353 NSW	tt	1146600	26	2952	3001
Canyon	Speedmax CF SLX Disc	ZIPP	808/Super9	tt	1966700	35	2930	3020
Canyon	Speedmax CF SLX Disc	ZIPP	858/Super9	tt	2399800	45	2928	3019
Canyon	Speedmax CF SLX Disc	Zwift	32mm Carbon	tt	891000	26	2981	3009
Canyon	Speedmax CF SLX Disc	Zwift	50mm Carbon	tt	1011700	26	2968.5	3010
Canyon	Speedmax CF SLX Disc	Zwift	Buffalo Fahrrad	tt	894200	40	2986	3016
Canyon	Speedmax CF SLX Disc	Zwift	Classic	tt	926600	26	2987	3017
Canyon	Speedmax CF SLX Disc	Zwift	Safety	tt	1601000	44	2981.5	3008.5
Cervelo	P5	Bontrager	Aeolus 5	tt	880400	20	2972	2999.5
Cervelo	P5	CADEX	36	tt	967400	26	2984.5	2995
Cervelo	P5	CADEX	42	tt	937200	15	2975	2997.5
Cervelo	P5	CADEX	65	tt	951400	21	2956.5	2996.5
Cervelo	P5	Campagnolo	Bora Ultra 35	tt	958500	33	2991.5	2997
Cervelo	P5	Campagnolo	Bora Ultra 50	tt	972700	27	2965	2997
Cervelo	P5	DT Swiss	ARC 1100 DICUT 62	tt	894600	15	2957	2996
Cervelo	P5	DT Swiss	ARC 1100 DICUT DISC	tt	2289800	42	2931.5	3014.5
Cervelo	P5	ENVE	SES 2.2	tt	901700	17	2991	2997
Cervelo	P5	ENVE	SES 3.4	tt	901700	15	2965	2995.5
Cervelo	P5	ENVE	SES 6.7	tt	901700	25	2959	3003.5
Cervelo	P5	ENVE	SES 7.8	tt	915900	39	2946.5	2999.5
Cervelo	P5	ENVE	SES 8.9	tt	915900	31	2947.5	3008
Cervelo	P5	Giant	SLR 0	tt	901800	22	2968	2996
Cervelo	P5	Lightweight	Meilenstein	tt	710000	15	2977.5	2987.5
Cervelo	P5	Mavic	Comete Pro Carbon SL UST	tt	852000	23	2965.5	3014
Cervelo	P5	Mavic	Cosmic CXR60c	tt	852000	16	2969.5	3012
Cervelo	P5	Mavic	Cosmic Ultimate UST	tt	852000	15	2972	3009.5
Cervelo	P5	Roval	Alpinist CLX	tt	845300	32	2978	2987.5
Cervelo	P5	Roval	CLX64	tt	880400	15	2961	3003.5
Cervelo	P5	Roval	Rapide CLX	tt	905300	15	2961	2998.5
Cervelo	P5	Shimano	C40	tt	795300	15	2979	3007
Cervelo	P5	Shimano	C50	tt	798700	28	2977	3011
Cervelo	P5	Shimano	C60	tt	802300	18	2968	3014.5
Cervelo	P5	ZIPP	202	tt	859200	15	2986	2998
Cervelo	P5	ZIPP	404	tt	859200	15	2958	2999.5
Cervelo	P5	ZIPP	454	tt	994000	24	2955	2996.5
Cervelo	P5	ZIPP	808	tt	887600	15	2949	3005.5
Cervelo	P5	ZIPP	858	tt	1022400	37	2945	3002.5
Cervelo	P5	ZIPP	353 NSW	tt	965600	19	2962	2995.5
Cervelo	P5	ZIPP	808/Super9	tt	1785700	35	2940	3014.5
Cervelo	P5	ZIPP	858/Super9	tt	2218800	45	2938	3013.5
Cervelo	P5	Zwift	32mm Carbon	tt	710000	15	2991	3003.5
Cervelo	P5	Zwift	50mm Carbon	tt	830700	15	2978.5	3004.5
Cervelo	P5	Zwift	Buffalo Fahrrad	tt	713200	40	2996	3010.5
Cervelo	P5	Zwift	Classic	tt	745600	15	2997	3011.5
Cervelo	P5	Zwift	Safety	tt	1420000	44	2991.5	3003
Cervelo	PX-Series	Bontrager	Aeolus 5	tt	1235400	45	2965.5	3006
Cervelo	PX-Series	CADEX	36	tt	1322400	45	2978	3001.5
Cervelo	PX-Series	CADEX	42	tt	1292200	45	2968.5	3004
Cervelo	PX-Series	CADEX	65	tt	1306400	45	2950	3003
Cervelo	PX-Series	Campagnolo	Bora Ultra 35	tt	1313500	45	2985	3003.5
Cervelo	PX-Series	Campagnolo	Bora Ultra 50	tt	1327700	45	2958.5	3003.5
Cervelo	PX-Series	DT Swiss	ARC 1100 DICUT 62	tt	1249600	45	2950.5	3002.5
Cervelo	PX-Series	DT Swiss	ARC 1100 DICUT DISC	tt	2644800	45	2925	3021
Cervelo	PX-Series	ENVE	SES 2.2	tt	1256700	45	2984.5	3003.5
Cervelo	PX-Series	ENVE	SES 3.4	tt	1256700	45	2958.5	3002
Cervelo	PX-Series	ENVE	SES 6.7	tt	1256700	45	2952.5	3010
Cervelo	PX-Series	ENVE	SES 7.8	tt	1270900	45	2940	3006
Cervelo	PX-Series	ENVE	SES 8.9	tt	1270900	45	2941	3014.5
Cervelo	PX-Series	Giant	SLR 0	tt	1256800	45	2961.5	3002.5
Cervelo	PX-Series	Lightweight	Meilenstein	tt	1065000	45	2971	2994
Cervelo	PX-Series	Mavic	Comete Pro Carbon SL UST	tt	1207000	45	2959	3020.5
Cervelo	PX-Series	Mavic	Cosmic CXR60c	tt	1207000	45	2963	3018.5
Cervelo	PX-Series	Mavic	Cosmic Ultimate UST	tt	1207000	45	2965.5	3016
Cervelo	PX-Series	Roval	Alpinist CLX	tt	1200300	45	2971.5	2994
Cervelo	PX-Series	Roval	CLX64	tt	1235400	45	2954.5	3010
Cervelo	PX-Series	Roval	Rapide CLX	tt	1260300	45	2954.5	3005
Cervelo	PX-Series	Shimano	C40	tt	1150300	45	2972.5	3013.5
Cervelo	PX-Series	Shimano	C50	tt	1153700	45	2970.5	3017.5
Cervelo	PX-Series	Shimano	C60	tt	1157300	45	2961.5	3021
Cervelo	PX-Series	ZIPP	202	tt	1214200	45	2979.5	3004.5
Cervelo	PX-Series	ZIPP	404	tt	1214200	45	2951.5	3006
Cervelo	PX-Series	ZIPP	454	tt	1349000	45	2948.5	3003
Cervelo	PX-Series	ZIPP	808	tt	1242600	45	2942.5	3012
Cervelo	PX-Series	ZIPP	858	tt	1377400	45	2938.5	3009
Cervelo	PX-Series	ZIPP	353 NSW	tt	1320600	45	2955.5	3002
Cervelo	PX-Series	ZIPP	808/Super9	tt	2140700	45	2933.5	3021
Cervelo	PX-Series	ZIPP	858/Super9	tt	2573800	45	2931.5	3020
Cervelo	PX-Series	Zwift	32mm Carbon	tt	1065000	45	2984.5	3010
Cervelo	PX-Series	Zwift	50mm Carbon	tt	1185700	45	2972	3011
Cervelo	PX-Series	Zwift	Buffalo Fahrrad	tt	1068200	45	2989.5	3017
Cervelo	PX-Series	Zwift	Classic	tt	1100600	45	2990.5	3018
Cervelo	PX-Series	Zwift	Safety	tt	1775000	45	2985	3009.5
Cube	Aerium	Bontrager	Aeolus 5	tt	418900	28	2979.5	3006.5
Cube	Aerium	CADEX	36	tt	505900	28	2992	3002
Cube	Aerium	CADEX	42	tt	475700	28	2982.5	3004.5
Cube	Aerium	CADEX	65	tt	489900	28	2964	3003.5
Cube	Aerium	Campagnolo	Bora Ultra 35	tt	497000	33	2999	3004
Cube	Aerium	Campagnolo	Bora Ultra 50	tt	511200	28	2972.5	3004
Cube	Aerium	DT Swiss	ARC 1100 DICUT 62	tt	433100	28	2964.5	3003
Cube	Aerium	DT Swiss	ARC 1100 DICUT DISC	tt	1828300	42	2939	3021.5
Cube	Aerium	ENVE	SES 2.2	tt	440200	28	2998.5	3004
Cube	Aerium	ENVE	SES 3.4	tt	440200	28	2972.5	3002.5
Cube	Aerium	ENVE	SES 6.7	tt	440200	28	2966.5	3010.5
Cube	Aerium	ENVE	SES 7.8	tt	454400	39	2954	3006.5
Cube	Aerium	ENVE	SES 8.9	tt	454400	31	2955	3015
Cube	Aerium	Giant	SLR 0	tt	440300	28	2975.5	3003
Cube	Aerium	Lightweight	Meilenstein	tt	248500	28	2985	2994.5
Cube	Aerium	Mavic	Comete Pro Carbon SL UST	tt	390500	28	2973	3021
Cube	Aerium	Mavic	Cosmic CXR60c	tt	390500	28	2977	3019
Cube	Aerium	Mavic	Cosmic Ultimate UST	tt	390500	28	2979.5	3016.5
Cube	Aerium	Roval	Alpinist CLX	tt	383800	32	2985.5	2994.5
Cube	Aerium	Roval	CLX64	tt	418900	28	2968.5	3010.5
Cube	Aerium	Roval	Rapide CLX	tt	443800	28	2968.5	3005.5
Cube	Aerium	Shimano	C40	tt	333800	28	2986.5	3014
Cube	Aerium	Shimano	C50	tt	337200	28	2984.5	3018
Cube	Aerium	Shimano	C60	tt	340800	28	2975.5	3021.5
Cube	Aerium	ZIPP	202	tt	397700	28	2993.5	3005
Cube	Aerium	ZIPP	404	tt	397700	28	2965.5	3006.5
Cube	Aerium	ZIPP	454	tt	532500	28	2962.5	3003.5
Cube	Aerium	ZIPP	808	tt	426100	28	2956.5	3012.5
Cube	Aerium	ZIPP	858	tt	560900	37	2952.5	3009.5
Cube	Aerium	ZIPP	353 NSW	tt	504100	28	2969.5	3002.5
Cube	Aerium	ZIPP	808/Super9	tt	1324200	35	2947.5	3021.5
Cube	Aerium	ZIPP	858/Super9	tt	1757300	45	2945.5	3020.5
Cube	Aerium	Zwift	32mm Carbon	tt	248500	28	2998.5	3010.5
Cube	Aerium	Zwift	50mm Carbon	tt	369200	28	2986	3011.5
Cube	Aerium	Zwift	Buffalo Fahrrad	tt	251700	40	3003.5	3017.5
Cube	Aerium	Zwift	Classic	tt	284100	28	3004.5	3018.5
Cube	Aerium	Zwift	Safety	tt	958500	44	2999	3010
Diamondback	Andean	Bontrager	Aeolus 5	tt	743300	35	2979	3003.5
Diamondback	Andean	CADEX	36	tt	830300	35	2991.5	2999
Diamondback	Andean	CADEX	42	tt	800100	35	2982	3001.5
Diamondback	Andean	CADEX	65	tt	814300	35	2963.5	3000.5
Diamondback	Andean	Campagnolo	Bora Ultra 35	tt	821400	35	2998.5	3001
Diamondback	Andean	Campagnolo	Bora Ultra 50	tt	835600	35	2972	3001
Diamondback	Andean	DT Swiss	ARC 1100 DICUT 62	tt	757500	35	2964	3000
Diamondback	Andean	DT Swiss	ARC 1100 DICUT DISC	tt	2152700	42	2938.5	3018.5
Diamondback	Andean	ENVE	SES 2.2	tt	764600	35	2998	3001
Diamondback	Andean	ENVE	SES 3.4	tt	764600	35	2972	2999.5
Diamondback	Andean	ENVE	SES 6.7	tt	764600	35	2966	3007.5
Diamondback	Andean	ENVE	SES 7.8	tt	778800	39	2953.5	3003.5
Diamondback	Andean	ENVE	SES 8.9	tt	778800	35	2954.5	3012
Diamondback	Andean	Giant	SLR 0	tt	764700	35	2975	3000
Diamondback	Andean	Lightweight	Meilenstein	tt	572900	35	2984.5	2991.5
Diamondback	Andean	Mavic	Comete Pro Carbon SL UST	tt	714900	35	2972.5	3018
Diamondback	Andean	Mavic	Cosmic CXR60c	tt	714900	35	2976.5	3016
Diamondback	Andean	Mavic	Cosmic Ultimate UST	tt	714900	35	2979	3013.5
Diamondback	Andean	Roval	Alpinist CLX	tt	708200	35	2985	2991.5
Diamondback	Andean	Roval	CLX64	tt	743300	35	2968	3007.5
Diamondback	Andean	Roval	Rapide CLX	tt	768200	35	2968	3002.5
Diamondback	Andean	Shimano	C40	tt	658200	35	2986	3011
Diamondback	Andean	Shimano	C50	tt	661600	35	2984	3015
Diamondback	Andean	Shimano	C60	tt	665200	35	2975	3018.5
Diamondback	Andean	ZIPP	202	tt	722100	35	2993	3002
Diamondback	Andean	ZIPP	404	tt	722100	35	2965	3003.5
Diamondback	Andean	ZIPP	454	tt	856900	35	2962	3000.5
Diamondback	Andean	ZIPP	808	tt	750500	35	2956	3009.5
Diamondback	Andean	ZIPP	858	tt	885300	37	2952	3006.5
Diamondback	Andean	ZIPP	353 NSW	tt	828500	35	2969	2999.5
Diamondback	Andean	ZIPP	808/Super9	tt	1648600	35	2947	3018.5
Diamondback	Andean	ZIPP	858/Super9	tt	2081700	45	2945	3017.5
Diamondback	Andean	Zwift	32mm Carbon	tt	572900	35	2998	3007.5
Diamondback	Andean	Zwift	50mm Carbon	tt	693600	35	2985.5	3008.5
Diamondback	Andean	Zwift	Buffalo Fahrrad	tt	576100	40	3003	3014.5
Diamondback	Andean	Zwift	Classic	tt	608500	35	3004	3015.5
Diamondback	Andean	Zwift	Safety	tt	1282900	44	2998.5	3007
Felt	IA	Bontrager	Aeolus 5	tt	1235400	37	2965	3005.5
Felt	IA	CADEX	36	tt	1322400	37	2977.5	3001
Felt	IA	CADEX	42	tt	1292200	37	2968	3003.5
Felt	IA	CADEX	65	tt	1306400	37	2949.5	3002.5
Felt	IA	Campagnolo	Bora Ultra 35	tt	1313500	37	2984.5	3003
Felt	IA	Campagnolo	Bora Ultra 50	tt	1327700	37	2958	3003
Felt	IA	DT Swiss	ARC 1100 DICUT 62	tt	1249600	37	2950	3002
Felt	IA	DT Swiss	ARC 1100 DICUT DISC	tt	2644800	42	2924.5	3020.5
Felt	IA	ENVE	SES 2.2	tt	1256700	37	2984	3003
Felt	IA	ENVE	SES 3.4	tt	1256700	37	2958	3001.5
Felt	IA	ENVE	SES 6.7	tt	1256700	37	2952	3009.5
Felt	IA	ENVE	SES 7.8	tt	1270900	39	2939.5	3005.5
Felt	IA	ENVE	SES 8.9	tt	1270900	37	2940.5	3014
Felt	IA	Giant	SLR 0	tt	1256800	37	2961	3002
Felt	IA	Lightweight	Meilenstein	tt	1065000	37	2970.5	2993.5
Felt	IA	Mavic	Comete Pro Carbon SL UST	tt	1207000	37	2958.5	3020
